ip_from,ip_to,country_code,country,region,city,latitude,longitude,zip_code,time_zone,isp,domain,net_speed,idd_code,area_code,weather_station_code,weather_station_name,mcc,mnc,mobile_brand,elevation,ip_from_inet,ip_to_inet,ip_count,cidr,insert_ts
18293760,18294783,IN,India,Telangana,Hyderabad,17.37529,78.47439,500018,+05:30,Tikona Infinet Ltd.,tikona.in,DSL,91,040,INXX0057,Hyderabad,-,-,-,500,1.23.36.0,1.23.39.255,1024,{1.23.36.0/22},2023-01-15
18294784,18295039,IN,India,Delhi,Delhi,28.666775,77.21668,110008,+05:30,Tikona Infinet Ltd.,tikona.in,DSL,91,011,INXX0038,Delhi,-,-,-,220,1.23.40.0,1.23.40.255,256,{1.23.40.0/24},2023-02-04
18295040,18295295,IN,India,Uttar Pradesh,Varanasi,25.33333,83,221010,+05:30,Tikona Infinet Ltd.,tikona.in,DSL,91,0542,INXX0016,Benares,-,-,-,76,1.23.41.0,1.23.41.255,256,{1.23.41.0/24},2023-01-06
18295296,18295551,IN,India,Haryana,Gurgaon,28.466713,77.03367,122101,+05:30,Tikona Infinet Ltd.,tikona.in,DSL,91,0124,INXX0142,New Delhi/Safdarjung,-,-,-,224,1.23.42.0,1.23.42.255,256,{1.23.42.0/24},2023-02-08
18295552,18295807,IN,India,Uttar Pradesh,Noida,28.579891,77.329865,201301,+05:30,Tikona Infinet Ltd.,tikona.in,DSL,91,0120,INXX0051,Ghaziabad,-,-,-,203,1.23.43.0,1.23.43.255,256,{1.23.43.0/24},2023-01-01
18295808,18296575,IN,India,Maharashtra,Mumbai,19.075975,72.87738,400099,+05:30,Tikona Infinet Ltd.,tikona.in,DSL,91,022,INXX0026,Bombay,-,-,-,6,1.23.44.0,1.23.46.255,768,"{1.23.44.0/23,1.23.46.0/24}",2023-01-02
18296576,18297087,IN,India,Maharashtra,Pune,18.519663,73.85451,412415,+05:30,Tikona Infinet Ltd.,tikona.in,DSL,91,020,INXX0164,Poona,-,-,-,555,1.23.47.0,1.23.48.255,512,"{1.23.47.0/24,1.23.48.0/24}",2023-01-21
18297088,18297599,IN,India,Haryana,Gurgaon,28.466713,77.03367,122101,+05:30,Tikona Infinet Ltd.,tikona.in,DSL,91,0124,INXX0142,New Delhi/Safdarjung,-,-,-,224,1.23.49.0,1.23.50.255,512,"{1.23.49.0/24,1.23.50.0/24}",2023-01-08
18297600,18297855,IN,India,Uttar Pradesh,Noida,28.579891,77.329865,201301,+05:30,Tikona Infinet Ltd.,tikona.in,DSL,91,0120,INXX0051,Ghaziabad,-,-,-,203,1.23.51.0,1.23.51.255,256,{1.23.51.0/24},2023-02-13
18297856,18298367,IN,India,Delhi,Delhi,28.666775,77.21668,110008,+05:30,Tikona Infinet Ltd.,tikona.in,DSL,91,011,INXX0038,Delhi,-,-,-,220,1.23.52.0,1.23.53.255,512,{1.23.52.0/23},2023-01-08
18298368,18298623,IN,India,Uttar Pradesh,Noida,28.579891,77.329865,201301,+05:30,Tikona Infinet Ltd.,tikona.in,DSL,91,0120,INXX0051,Ghaziabad,-,-,-,203,1.23.54.0,1.23.54.255,256,{1.23.54.0/24},2023-01-17
18298624,18299135,IN,India,Haryana,Faridabad,28.433332,77.31662,110044,+05:30,Tikona Infinet Ltd.,tikona.in,DSL,91,0129,INXX0046,Faridabad,-,-,-,205,1.23.55.0,1.23.56.255,512,"{1.23.55.0/24,1.23.56.0/24}",2023-02-25
18299136,18299391,IN,India,Maharashtra,Mumbai,19.075975,72.87738,400099,+05:30,Tikona Infinet Ltd.,tikona.in,DSL,91,022,INXX0026,Bombay,-,-,-,6,1.23.57.0,1.23.57.255,256,{1.23.57.0/24},2023-01-09
18299392,18301951,IN,India,Uttar Pradesh,Noida,28.579891,77.329865,201301,+05:30,Tikona Infinet Ltd.,tikona.in,DSL,91,0120,INXX0051,Ghaziabad,-,-,-,203,1.23.58.0,1.23.67.255,2560,"{1.23.58.0/23,1.23.60.0/22,1.23.64.0/22}",2023-01-31
18301952,18302207,IN,India,Uttar Pradesh,Agra,27.183115,78.016174,282001,+05:30,Tikona Infinet Ltd.,tikona.in,DSL,91,0562,INXX0146,Gwalior,-,-,-,165,1.23.68.0,1.23.68.255,256,{1.23.68.0/24},2023-01-29
18302208,18302463,IN,India,Maharashtra,Vasai-Virar,19.47002,72.79998,400606,+05:30,Tikona Infinet Ltd.,tikona.in,DSL,91,0250,INXX0121,Thana,-,-,-,2,1.23.69.0,1.23.69.255,256,{1.23.69.0/24},2023-01-05
18302464,18303487,IN,India,Uttar Pradesh,Noida,28.579891,77.329865,201301,+05:30,Tikona Infinet Ltd.,tikona.in,DSL,91,0120,INXX0051,Ghaziabad,-,-,-,203,1.23.70.0,1.23.73.255,1024,"{1.23.70.0/23,1.23.72.0/23}",2023-01-02
18303488,18303743,IN,India,Gujarat,Ahmedabad,23.0332,72.61678,380028,+05:30,Tikona Infinet Ltd.,tikona.in,DSL,91,079,INXX0001,Ahmadabad,-,-,-,51,1.23.74.0,1.23.74.255,256,{1.23.74.0/24},2023-02-28
18303744,18303999,IN,India,Tamil Nadu,Chennai,13.087898,80.27848,600009,+05:30,Tikona Infinet Ltd.,tikona.in,DSL,91,044,INXX0075,Madras,-,-,-,13,1.23.75.0,1.23.75.255,256,{1.23.75.0/24},2023-02-21
18304000,18304511,IN,India,Maharashtra,Pune,18.519663,73.85451,412415,+05:30,Tikona Infinet Ltd.,tikona.in,DSL,91,020,INXX0164,Poona,-,-,-,555,1.23.76.0,1.23.77.255,512,{1.23.76.0/23},2023-01-17
18304512,18305023,IN,India,Maharashtra,Mumbai,19.075975,72.87738,400099,+05:30,Tikona Infinet Ltd.,tikona.in,DSL,91,022,INXX0026,Bombay,-,-,-,6,1.23.78.0,1.23.79.255,512,{1.23.78.0/23},2023-01-08
18305024,18306047,IN,India,Gujarat,Ahmedabad,23.0332,72.61678,380028,+05:30,Tikona Infinet Ltd.,tikona.in,DSL,91,079,INXX0001,Ahmadabad,-,-,-,51,1.23.80.0,1.23.83.255,1024,{1.23.80.0/22},2023-02-02
18306048,18306559,IN,India,West Bengal,Kolkata,22.569624,88.3696,700155,+05:30,Tikona Infinet Ltd.,tikona.in,DSL,91,033,INXX0028,Calcutta,-,-,-,9,1.23.84.0,1.23.85.255,512,{1.23.84.0/23},2023-01-26
18306560,18307071,IN,India,Gujarat,Ahmedabad,23.0332,72.61678,380028,+05:30,Tikona Infinet Ltd.,tikona.in,DSL,91,079,INXX0001,Ahmadabad,-,-,-,51,1.23.86.0,1.23.87.255,512,{1.23.86.0/23},2023-02-19
18307072,18307327,IN,India,Uttar Pradesh,Noida,28.579891,77.329865,201301,+05:30,Tikona Infinet Ltd.,tikona.in,DSL,91,0120,INXX0051,Ghaziabad,-,-,-,203,1.23.88.0,1.23.88.255,256,{1.23.88.0/24},2023-02-10
18307328,18307583,IN,India,Gujarat,Ahmedabad,23.0332,72.61678,380028,+05:30,Tikona Infinet Ltd.,tikona.in,DSL,91,079,INXX0001,Ahmadabad,-,-,-,51,1.23.89.0,1.23.89.255,256,{1.23.89.0/24},2023-01-07
18307584,18307839,IN,India,Maharashtra,Vasai-Virar,19.47002,72.79998,400606,+05:30,Tikona Infinet Ltd.,tikona.in,DSL,91,0250,INXX0121,Thana,-,-,-,2,1.23.90.0,1.23.90.255,256,{1.23.90.0/24},2023-01-14
18307840,18308095,IN,India,Maharashtra,Mumbai,19.075975,72.87738,400099,+05:30,Tikona Infinet Ltd.,tikona.in,DSL,91,022,INXX0026,Bombay,-,-,-,6,1.23.91.0,1.23.91.255,256,{1.23.91.0/24},2023-01-18
18308096,18308351,IN,India,Uttar Pradesh,Noida,28.579891,77.329865,201301,+05:30,Tikona Infinet Ltd.,tikona.in,DSL,91,0120,INXX0051,Ghaziabad,-,-,-,203,1.23.92.0,1.23.92.255,256,{1.23.92.0/24},2023-01-27
18308352,18308607,IN,India,Maharashtra,Mumbai,19.075975,72.87738,400099,+05:30,Tikona Infinet Ltd.,tikona.in,DSL,91,022,INXX0026,Bombay,-,-,-,6,1.23.93.0,1.23.93.255,256,{1.23.93.0/24},2023-02-05
18308608,18309119,IN,India,Uttar Pradesh,Noida,28.579891,77.329865,201301,+05:30,Tikona Infinet Ltd.,tikona.in,DSL,91,0120,INXX0051,Ghaziabad,-,-,-,203,1.23.94.0,1.23.95.255,512,{1.23.94.0/23},2023-01-12
18309120,18309375,IN,India,Uttar Pradesh,Varanasi,25.33333,83,221010,+05:30,Tikona Infinet Ltd.,tikona.in,DSL,91,0542,INXX0016,Benares,-,-,-,76,1.23.96.0,1.23.96.255,256,{1.23.96.0/24},2023-01-02
18309376,18309631,IN,India,Haryana,Gurgaon,28.466713,77.03367,122101,+05:30,Tikona Infinet Ltd.,tikona.in,DSL,91,0124,INXX0142,New Delhi/Safdarjung,-,-,-,224,1.23.97.0,1.23.97.255,256,{1.23.97.0/24},2023-01-21
18309632,18309887,IN,India,Uttar Pradesh,Noida,28.579891,77.329865,201301,+05:30,Tikona Infinet Ltd.,tikona.in,DSL,91,0120,INXX0051,Ghaziabad,-,-,-,203,1.23.98.0,1.23.98.255,256,{1.23.98.0/24},2023-02-22
18309888,18310143,IN,India,Gujarat,Rajkot,22.3,70.78333,383235,+05:30,Tikona Infinet Ltd.,tikona.in,DSL,91,0281,INXX0154,Rajkot,-,-,-,138,1.23.99.0,1.23.99.255,256,{1.23.99.0/24},2023-02-05
18310144,18312447,IN,India,Uttar Pradesh,Noida,28.579891,77.329865,201301,+05:30,Tikona Infinet Ltd.,tikona.in,DSL,91,0120,INXX0051,Ghaziabad,-,-,-,203,1.23.100.0,1.23.108.255,2304,"{1.23.100.0/22,1.23.104.0/22,1.23.108.0/24}",2023-01-05
18312448,18313215,IN,India,Haryana,Faridabad,28.433332,77.31662,110044,+05:30,Tikona Infinet Ltd.,tikona.in,DSL,91,0129,INXX0046,Faridabad,-,-,-,205,1.23.109.0,1.23.111.255,768,"{1.23.109.0/24,1.23.110.0/23}",2023-02-12
18313216,18314239,IN,India,Uttar Pradesh,Noida,28.579891,77.329865,201301,+05:30,Tikona Infinet Ltd.,tikona.in,DSL,91,0120,INXX0051,Ghaziabad,-,-,-,203,1.23.112.0,1.23.115.255,1024,{1.23.112.0/22},2023-02-18
18314240,18314495,IN,India,Uttar Pradesh,Allahabad,25.450138,81.849976,211014,+05:30,Tikona Infinet Ltd.,tikona.in,DSL,91,0532,INXX0003,Allahabad,-,-,-,99,1.23.116.0,1.23.116.255,256,{1.23.116.0/24},2023-01-07
18314496,18315519,IN,India,Uttar Pradesh,Noida,28.579891,77.329865,201301,+05:30,Tikona Infinet Ltd.,tikona.in,DSL,91,0120,INXX0051,Ghaziabad,-,-,-,203,1.23.117.0,1.23.120.255,1024,"{1.23.117.0/24,1.23.118.0/23,1.23.120.0/24}",2023-01-05
18315520,18316031,IN,India,Madhya Pradesh,Indore,22.71791,75.83337,453463,+05:30,Tikona Infinet Ltd.,tikona.in,DSL,91,0731,INXX0058,Indore,-,-,-,548,1.23.121.0,1.23.122.255,512,"{1.23.121.0/24,1.23.122.0/24}",2023-01-18
18316032,18316287,IN,India,Maharashtra,Nagpur,21.150038,79.0998,440050,+05:30,Tikona Infinet Ltd.,tikona.in,DSL,91,0712,INXX0093,Nagpur,-,-,-,311,1.23.123.0,1.23.123.255,256,{1.23.123.0/24},2023-01-18
18316288,18316543,IN,India,Gujarat,Rajkot,22.3,70.78333,383235,+05:30,Tikona Infinet Ltd.,tikona.in,DSL,91,0281,INXX0154,Rajkot,-,-,-,138,1.23.124.0,1.23.124.255,256,{1.23.124.0/24},2023-01-07
18316544,18316799,IN,India,Uttar Pradesh,Noida,28.579891,77.329865,201301,+05:30,Tikona Infinet Ltd.,tikona.in,DSL,91,0120,INXX0051,Ghaziabad,-,-,-,203,1.23.125.0,1.23.125.255,256,{1.23.125.0/24},2023-02-13
18316800,18317055,IN,India,Maharashtra,Nagpur,21.150038,79.0998,440050,+05:30,Tikona Infinet Ltd.,tikona.in,DSL,91,0712,INXX0093,Nagpur,-,-,-,311,1.23.126.0,1.23.126.255,256,{1.23.126.0/24},2023-02-12
18317056,18317311,IN,India,Uttar Pradesh,Noida,28.579891,77.329865,201301,+05:30,Tikona Infinet Ltd.,tikona.in,DSL,91,0120,INXX0051,Ghaziabad,-,-,-,203,1.23.127.0,1.23.127.255,256,{1.23.127.0/24},2023-02-05
18317312,18317567,IN,India,Rajasthan,Jaipur,26.916765,75.81674,303012,+05:30,Tikona Infinet Ltd.,tikona.in,DSL,91,0141,INXX0059,Jaipur,-,-,-,441,1.23.128.0,1.23.128.255,256,{1.23.128.0/24},2023-01-31
18317568,18317823,IN,India,Uttar Pradesh,Noida,28.579891,77.329865,201301,+05:30,Tikona Infinet Ltd.,tikona.in,DSL,91,0120,INXX0051,Ghaziabad,-,-,-,203,1.23.129.0,1.23.129.255,256,{1.23.129.0/24},2023-01-19
18317824,18318335,IN,India,Madhya Pradesh,Indore,22.71791,75.83337,453463,+05:30,Tikona Infinet Ltd.,tikona.in,DSL,91,0731,INXX0058,Indore,-,-,-,548,1.23.130.0,1.23.131.255,512,{1.23.130.0/23},2023-02-25
18318336,18319871,IN,India,Uttar Pradesh,Noida,28.579891,77.329865,201301,+05:30,Tikona Infinet Ltd.,tikona.in,DSL,91,0120,INXX0051,Ghaziabad,-,-,-,203,1.23.132.0,1.23.137.255,1536,"{1.23.132.0/22,1.23.136.0/23}",2023-02-23
18319872,18320383,IN,India,Gujarat,Ahmedabad,23.0332,72.61678,380028,+05:30,Tikona Infinet Ltd.,tikona.in,DSL,91,079,INXX0001,Ahmadabad,-,-,-,51,1.23.138.0,1.23.139.255,512,{1.23.138.0/23},2023-01-28
18320384,18320639,IN,India,Uttar Pradesh,Noida,28.579891,77.329865,201301,+05:30,Tikona Infinet Ltd.,tikona.in,DSL,91,0120,INXX0051,Ghaziabad,-,-,-,203,1.23.140.0,1.23.140.255,256,{1.23.140.0/24},2023-02-23
18320640,18320895,IN,India,Maharashtra,Umele,19.35908,72.83792,400606,+05:30,Tikona Infinet Ltd.,tikona.in,DSL,91,0250,INXX0121,Thana,-,-,-,6,1.23.141.0,1.23.141.255,256,{1.23.141.0/24},2023-01-14
18320896,18321407,IN,India,Uttar Pradesh,Varanasi,25.33333,83,221010,+05:30,Tikona Infinet Ltd.,tikona.in,DSL,91,0542,INXX0016,Benares,-,-,-,76,1.23.142.0,1.23.143.255,512,{1.23.142.0/23},2023-01-17
18321408,18321663,IN,India,Karnataka,Bengaluru,12.97623,77.60329,560018,+05:30,Tikona Infinet Ltd.,tikona.in,DSL,91,080,INXX0012,Bangalore,-,-,-,922,1.23.144.0,1.23.144.255,256,{1.23.144.0/24},2023-02-12
18321664,18322175,IN,India,Uttar Pradesh,Noida,28.579891,77.329865,201301,+05:30,Tikona Infinet Ltd.,tikona.in,DSL,91,0120,INXX0051,Ghaziabad,-,-,-,203,1.23.145.0,1.23.146.255,512,"{1.23.145.0/24,1.23.146.0/24}",2023-02-10
18322176,18322431,IN,India,Uttar Pradesh,Kanpur,26.46667,80.35,208024,+05:30,Tikona Infinet Ltd.,tikona.in,DSL,91,0512,INXX0067,Kanpur,-,-,-,136,1.23.147.0,1.23.147.255,256,{1.23.147.0/24},2023-02-26
18322432,18323455,IN,India,Maharashtra,Pune,18.519663,73.85451,412415,+05:30,Tikona Infinet Ltd.,tikona.in,DSL,91,020,INXX0164,Poona,-,-,-,555,1.23.148.0,1.23.151.255,1024,{1.23.148.0/22},2023-02-01
18323456,18324223,IN,India,West Bengal,Kolkata,22.569624,88.3696,700155,+05:30,Tikona Infinet Ltd.,tikona.in,DSL,91,033,INXX0028,Calcutta,-,-,-,9,1.23.152.0,1.23.154.255,768,"{1.23.152.0/23,1.23.154.0/24}",2023-01-12
18324224,18325759,IN,India,Uttar Pradesh,Noida,28.579891,77.329865,201301,+05:30,Tikona Infinet Ltd.,tikona.in,DSL,91,0120,INXX0051,Ghaziabad,-,-,-,203,1.23.155.0,1.23.160.255,1536,"{1.23.155.0/24,1.23.156.0/22,1.23.160.0/24}",2023-01-20
18325760,18326015,IN,India,West Bengal,Kolkata,22.569624,88.3696,700155,+05:30,Tikona Infinet Ltd.,tikona.in,DSL,91,033,INXX0028,Calcutta,-,-,-,9,1.23.161.0,1.23.161.255,256,{1.23.161.0/24},2023-01-01
18326016,18326271,IN,India,Maharashtra,Mumbai,19.075975,72.87738,400099,+05:30,Tikona Infinet Ltd.,tikona.in,DSL,91,022,INXX0026,Bombay,-,-,-,6,1.23.162.0,1.23.162.255,256,{1.23.162.0/24},2023-01-13
18326272,18326527,IN,India,Maharashtra,Pune,18.519663,73.85451,412415,+05:30,Tikona Infinet Ltd.,tikona.in,DSL,91,020,INXX0164,Poona,-,-,-,555,1.23.163.0,1.23.163.255,256,{1.23.163.0/24},2023-01-29
18326528,18327295,IN,India,Uttar Pradesh,Noida,28.579891,77.329865,201301,+05:30,Tikona Infinet Ltd.,tikona.in,DSL,91,0120,INXX0051,Ghaziabad,-,-,-,203,1.23.164.0,1.23.166.255,768,"{1.23.164.0/23,1.23.166.0/24}",2023-01-17
18327296,18327551,IN,India,Madhya Pradesh,Bhopal,23.266573,77.39997,463120,+05:30,Tikona Infinet Ltd.,tikona.in,DSL,91,0755,INXX0023,Bhopal,-,-,-,501,1.23.167.0,1.23.167.255,256,{1.23.167.0/24},2023-01-08
18327552,18327807,IN,India,West Bengal,Kolkata,22.569624,88.3696,700155,+05:30,Tikona Infinet Ltd.,tikona.in,DSL,91,033,INXX0028,Calcutta,-,-,-,9,1.23.168.0,1.23.168.255,256,{1.23.168.0/24},2023-01-30
18327808,18328063,IN,India,Uttar Pradesh,Noida,28.579891,77.329865,201301,+05:30,Tikona Infinet Ltd.,tikona.in,DSL,91,0120,INXX0051,Ghaziabad,-,-,-,203,1.23.169.0,1.23.169.255,256,{1.23.169.0/24},2023-02-19
18328064,18328575,IN,India,West Bengal,Kolkata,22.569624,88.3696,700155,+05:30,Tikona Infinet Ltd.,tikona.in,DSL,91,033,INXX0028,Calcutta,-,-,-,9,1.23.170.0,1.23.171.255,512,{1.23.170.0/23},2023-01-03
18328576,18329087,IN,India,Uttar Pradesh,Noida,28.579891,77.329865,201301,+05:30,Tikona Infinet Ltd.,tikona.in,DSL,91,0120,INXX0051,Ghaziabad,-,-,-,203,1.23.172.0,1.23.173.255,512,{1.23.172.0/23},2023-01-15
18329088,18329343,IN,India,Karnataka,Bengaluru,12.97623,77.60329,560018,+05:30,Tikona Infinet Ltd.,tikona.in,DSL,91,080,INXX0012,Bangalore,-,-,-,922,1.23.174.0,1.23.174.255,256,{1.23.174.0/24},2023-02-04
18329344,18329599,IN,India,Madhya Pradesh,Jabalpur,23.166988,79.950134,483001,+05:30,Tikona Infinet Ltd.,tikona.in,DSL,91,076,INXX0151,Jabalpur,-,-,-,414,1.23.175.0,1.23.175.255,256,{1.23.175.0/24},2023-01-18
18329600,18329855,IN,India,Uttar Pradesh,Noida,28.579891,77.329865,201301,+05:30,Tikona Infinet Ltd.,tikona.in,DSL,91,0120,INXX0051,Ghaziabad,-,-,-,203,1.23.176.0,1.23.176.255,256,{1.23.176.0/24},2023-01-27
18329856,18330111,IN,India,Tamil Nadu,Chennai,13.087898,80.27848,600009,+05:30,Tikona Infinet Ltd.,tikona.in,DSL,91,044,INXX0075,Madras,-,-,-,13,1.23.177.0,1.23.177.255,256,{1.23.177.0/24},2023-01-26
18330112,18330623,IN,India,Uttar Pradesh,Noida,28.579891,77.329865,201301,+05:30,Tikona Infinet Ltd.,tikona.in,DSL,91,0120,INXX0051,Ghaziabad,-,-,-,203,1.23.178.0,1.23.179.255,512,{1.23.178.0/23},2023-02-26
18330624,18331135,IN,India,Chhattisgarh,Raipur,21.23333,81.63333,493228,+05:30,Tikona Infinet Ltd.,tikona.in,DSL,91,0771,INXX0111,Saraipali,-,-,-,296,1.23.180.0,1.23.181.255,512,{1.23.180.0/23},2023-01-16
18331136,18331391,IN,India,Karnataka,Bengaluru,12.97623,77.60329,560018,+05:30,Tikona Infinet Ltd.,tikona.in,DSL,91,080,INXX0012,Bangalore,-,-,-,922,1.23.182.0,1.23.182.255,256,{1.23.182.0/24},2023-01-13
18331392,18331647,IN,India,Delhi,Delhi,28.666775,77.21668,110008,+05:30,Tikona Infinet Ltd.,tikona.in,DSL,91,011,INXX0038,Delhi,-,-,-,220,1.23.183.0,1.23.183.255,256,{1.23.183.0/24},2023-01-25
18331648,18332159,IN,India,Uttar Pradesh,Noida,28.579891,77.329865,201301,+05:30,Tikona Infinet Ltd.,tikona.in,DSL,91,0120,INXX0051,Ghaziabad,-,-,-,203,1.23.184.0,1.23.185.255,512,{1.23.184.0/23},2023-02-13
18332160,18332415,IN,India,Tamil Nadu,Coimbatore,11.000563,76.966576,641110,+05:30,Tikona Infinet Ltd.,tikona.in,DSL,91,0422,INXX0177,Coimbatore/Peelamedu,-,-,-,417,1.23.186.0,1.23.186.255,256,{1.23.186.0/24},2023-02-08
18332416,18332927,IN,India,Uttar Pradesh,Noida,28.579891,77.329865,201301,+05:30,Tikona Infinet Ltd.,tikona.in,DSL,91,0120,INXX0051,Ghaziabad,-,-,-,203,1.23.187.0,1.23.188.255,512,"{1.23.187.0/24,1.23.188.0/24}",2023-01-08
18332928,18333183,IN,India,Gujarat,Rajkot,22.3,70.78333,383235,+05:30,Tikona Infinet Ltd.,tikona.in,DSL,91,0281,INXX0154,Rajkot,-,-,-,138,1.23.189.0,1.23.189.255,256,{1.23.189.0/24},2023-01-22
18333184,18333439,IN,India,Uttar Pradesh,Agra,27.183115,78.016174,282001,+05:30,Tikona Infinet Ltd.,tikona.in,DSL,91,0562,INXX0146,Gwalior,-,-,-,165,1.23.190.0,1.23.190.255,256,{1.23.190.0/24},2023-01-23
18333440,18333695,IN,India,Madhya Pradesh,Jabalpur,23.166988,79.950134,483001,+05:30,Tikona Infinet Ltd.,tikona.in,DSL,91,076,INXX0151,Jabalpur,-,-,-,414,1.23.191.0,1.23.191.255,256,{1.23.191.0/24},2023-02-07
18333696,18333951,IN,India,Madhya Pradesh,Indore,22.71791,75.83337,453463,+05:30,Tikona Infinet Ltd.,tikona.in,DSL,91,0731,INXX0058,Indore,-,-,-,548,1.23.192.0,1.23.192.255,256,{1.23.192.0/24},2023-01-08
18333952,18334207,IN,India,Uttar Pradesh,Noida,28.579891,77.329865,201301,+05:30,Tikona Infinet Ltd.,tikona.in,DSL,91,0120,INXX0051,Ghaziabad,-,-,-,203,1.23.193.0,1.23.193.255,256,{1.23.193.0/24},2023-01-22
18334208,18334975,IN,India,Maharashtra,Pune,18.519663,73.85451,412415,+05:30,Tikona Infinet Ltd.,tikona.in,DSL,91,020,INXX0164,Poona,-,-,-,555,1.23.194.0,1.23.196.255,768,"{1.23.194.0/23,1.23.196.0/24}",2023-01-03
18334976,18335231,IN,India,Maharashtra,Mumbai,19.075975,72.87738,400099,+05:30,Tikona Infinet Ltd.,tikona.in,DSL,91,022,INXX0026,Bombay,-,-,-,6,1.23.197.0,1.23.197.255,256,{1.23.197.0/24},2023-01-26
18335232,18335487,IN,India,Uttar Pradesh,Noida,28.579891,77.329865,201301,+05:30,Tikona Infinet Ltd.,tikona.in,DSL,91,0120,INXX0051,Ghaziabad,-,-,-,203,1.23.198.0,1.23.198.255,256,{1.23.198.0/24},2023-01-17
18335488,18335743,IN,India,Gujarat,Ahmedabad,23.0332,72.61678,380028,+05:30,Tikona Infinet Ltd.,tikona.in,DSL,91,079,INXX0001,Ahmadabad,-,-,-,51,1.23.199.0,1.23.199.255,256,{1.23.199.0/24},2023-01-16
18335744,18336767,IN,India,Uttar Pradesh,Noida,28.579891,77.329865,201301,+05:30,Tikona Infinet Ltd.,tikona.in,DSL,91,0120,INXX0051,Ghaziabad,-,-,-,203,1.23.200.0,1.23.203.255,1024,{1.23.200.0/22},2023-02-21
18336768,18337023,IN,India,Delhi,Delhi,28.666775,77.21668,110008,+05:30,Tikona Infinet Ltd.,tikona.in,DSL,91,011,INXX0038,Delhi,-,-,-,220,1.23.204.0,1.23.204.255,256,{1.23.204.0/24},2023-02-08
18337024,18337279,IN,India,Uttar Pradesh,Noida,28.579891,77.329865,201301,+05:30,Tikona Infinet Ltd.,tikona.in,DSL,91,0120,INXX0051,Ghaziabad,-,-,-,203,1.23.205.0,1.23.205.255,256,{1.23.205.0/24},2023-02-19
18337280,18337535,IN,India,Delhi,Delhi,28.666775,77.21668,110008,+05:30,Tikona Infinet Ltd.,tikona.in,DSL,91,011,INXX0038,Delhi,-,-,-,220,1.23.206.0,1.23.206.255,256,{1.23.206.0/24},2023-02-06
18337536,18337791,IN,India,Uttar Pradesh,Noida,28.579891,77.329865,201301,+05:30,Tikona Infinet Ltd.,tikona.in,DSL,91,0120,INXX0051,Ghaziabad,-,-,-,203,1.23.207.0,1.23.207.255,256,{1.23.207.0/24},2023-01-28
18337792,18338559,IN,India,Maharashtra,Pune,18.519663,73.85451,412415,+05:30,Tikona Infinet Ltd.,tikona.in,DSL,91,020,INXX0164,Poona,-,-,-,555,1.23.208.0,1.23.210.255,768,"{1.23.208.0/23,1.23.210.0/24}",2023-02-06
18338560,18338815,IN,India,Uttar Pradesh,Noida,28.579891,77.329865,201301,+05:30,Tikona Infinet Ltd.,tikona.in,DSL,91,0120,INXX0051,Ghaziabad,-,-,-,203,1.23.211.0,1.23.211.255,256,{1.23.211.0/24},2023-02-16
18338816,18339327,IN,India,Maharashtra,Mumbai,19.075975,72.87738,400099,+05:30,Tikona Infinet Ltd.,tikona.in,DSL,91,022,INXX0026,Bombay,-,-,-,6,1.23.212.0,1.23.213.255,512,{1.23.212.0/23},2023-01-07
18339328,18339583,IN,India,West Bengal,Kolkata,22.569624,88.3696,700155,+05:30,Tikona Infinet Ltd.,tikona.in,DSL,91,033,INXX0028,Calcutta,-,-,-,9,1.23.214.0,1.23.214.255,256,{1.23.214.0/24},2023-02-24
18339584,18339839,IN,India,Uttar Pradesh,Noida,28.579891,77.329865,201301,+05:30,Tikona Infinet Ltd.,tikona.in,DSL,91,0120,INXX0051,Ghaziabad,-,-,-,203,1.23.215.0,1.23.215.255,256,{1.23.215.0/24},2023-01-01
18339840,18340351,IN,India,Uttar Pradesh,Kanpur,26.46667,80.35,208024,+05:30,Tikona Infinet Ltd.,tikona.in,DSL,91,0512,INXX0067,Kanpur,-,-,-,136,1.23.216.0,1.23.217.255,512,{1.23.216.0/23},2023-01-29
18340352,18340863,IN,India,Uttar Pradesh,Noida,28.579891,77.329865,201301,+05:30,Tikona Infinet Ltd.,tikona.in,DSL,91,0120,INXX0051,Ghaziabad,-,-,-,203,1.23.218.0,1.23.219.255,512,{1.23.218.0/23},2023-02-11
18340864,18341119,IN,India,Madhya Pradesh,Bhopal,23.266573,77.39997,463120,+05:30,Tikona Infinet Ltd.,tikona.in,DSL,91,0755,INXX0023,Bhopal,-,-,-,501,1.23.220.0,1.23.220.255,256,{1.23.220.0/24},2023-01-26
18341120,18342143,IN,India,Uttar Pradesh,Noida,28.579891,77.329865,201301,+05:30,Tikona Infinet Ltd.,tikona.in,DSL,91,0120,INXX0051,Ghaziabad,-,-,-,203,1.23.221.0,1.23.224.255,1024,"{1.23.221.0/24,1.23.222.0/23,1.23.224.0/24}",2023-01-18
18342144,18342655,IN,India,Maharashtra,Pune,18.519663,73.85451,412415,+05:30,Tikona Infinet Ltd.,tikona.in,DSL,91,020,INXX0164,Poona,-,-,-,555,1.23.225.0,1.23.226.255,512,"{1.23.225.0/24,1.23.226.0/24}",2023-02-11
